Discipline,Subfield,Methodology,Title,Abstract,URL,Source
Information Systems,Enterprise Systems,Design and Development,A Complex Adaptive Systems-Based Enterprise Knowledge Sharing Model,<p>This article describes a complex adaptive system (CAS)-based enterprise knowledge-sharing (KnS) model. The CAS-based enterprise KnS model consists of a CAS-based KnS framework and a multi-agent simulation model. Enterprise knowledge sharing is modeled as the emergent behavior of knowledge workers interacting with the KnS environment and other knowledge workers. The CAS-based enterprise KnS model is developed to aid knowledge management (KM) leadership and other KnS researchers in gaining an enhanced understanding of KnS behavior and its influences. A premise of this research is that a better understanding of KnS influences can result in enhanced decision-making of KnS interventions that can result in improvements in KnS behavior.</p>,https://doi.org/10.4018/jeis.2009040102,CrossRef
Information Systems,Enterprise Systems,Design and Development,Detecting image differences based on reference EMD-filters,"<jats:p>In our previous works dealing with detecting differences in images in the case of substantial variations in brightness and geometry of an object, we proposed a morphological scheme for image analysis based on diffusion and reference mosaic filters. The filters were defined through the heat kernels of the similarity of image fragments. In this paper, we propose an implementation of this morphological scheme using original reference Earth mover's distance (EMD) filters, in which the optimal matrices of the mutual similarity of mosaic forms are calculated through a linear programming method.</jats:p>",https://doi.org/10.18287/2412-6179-2018-42-2-291-296,CrossRef
Information Systems,Enterprise Systems,Theoretical / Conceptual,People-Oriented Enterprise Information Systems,"<p>Current notations and languages do not emphasize the participation of users in business processes and consider them essentially as service providers. Moreover, they follow a centralized approach as all the interactions originate from or end in a business process; direct interactions between users cannot be represented. What is missing from this approach is that human work is cooperative and cooperation takes place through structured interactions called conversations; the notion of conversation is at the center of the language/action perspective. However, the problem of effectively integrating conversations and business processes is still open and this chapter proposes a notation called POBPN (People-Oriented Business Process Notation) and a perspective, referred to as conversation-oriented perspective, for its solution.</p>",https://doi.org/10.4018/jeis.2009090202,CrossRef
Information Systems,Enterprise Systems,Theoretical / Conceptual,Authority and Its Implementation in Enterprise Information Systems,"<p>The concept of power is inherent in human organizations of any type. As power relations have important consequences for organizational viability and productivity, they should be explicitly represented in enterprise information systems (EISs). Although organization theory provides a rich and very diverse theoretical basis on organizational power, still most of the definitions for power-related concepts are too abstract, often vague and ambiguous to be directly implemented in EISs. To create a bridge between informal organization theories and automated EISs, this article proposes a formal logic-based specification language for representing power (in particular authority) relations. The use of the language is illustrated by considering authority structures of organizations of different types. Moreover, the article demonstrates how the formalized authority relations can be integrated into an EIS.</p>",https://doi.org/10.4018/jeis.2008070105,CrossRef
Information Systems,Enterprise Systems,Theoretical / Conceptual,Ontology-Based Knowledge Management for Enterprise Systems,"<p>Companies face the challenges of expanding their markets, improving products, services and processes, and exploiting intellectual capital in a dynamic network. Therefore, more companies are turning to an Enterprise System (ES). Knowledge management (KM) has also received considerable attention and is continuously gaining the interest of industry, enterprises, and academia. For ES, KM can provide support across the entire lifecycle, from selection and implementation to use. In addition, it is also recognised that an ontology is an appropriate methodology to accomplish a common consensus of communication, as well as to support a diversity of KM activities, such as knowledge repository, retrieval, sharing, and dissemination. This paper examines the role of ontology-based KM for ES (OKES) and investigates the possible integration of ontology-based KM and ES. The authors develop a taxonomy as a framework for understanding OKES research. In order to achieve the objective of this study, a systematic review of existing research was conducted. Based on a theoretical framework of the ES lifecycle, KM, KM for ES, ontology, and ontology-based KM, guided by the framework of study, a taxonomy for OKES is established.</p>",https://doi.org/10.4018/jeis.2011100104,CrossRef
Information Systems,Enterprise Systems,Theoretical / Conceptual,Using Institutional Theory in Enterprise Systems Research,"<p>This paper examines the use of institutional theory as a conceptually rich lens to study social issues of enterprise systems (ES) research. More precisely, the purpose is to categorize current ES research using institutional theory to develop a conceptual model that advances ES research. Key institutional features are presented such as isomorphism, rationalized myths, and bridging macro and micro structures, and institutional logics and their implications for ES research are discussed. Through a literature review of 181 articles, of which 18 papers are selected, the author’s built a conceptual model that advocates multi-level and multi-theory approaches and applies newer institutional aspects such as institutional logics. The findings show that institutional theory in ES research is in its infancy and adopts mainly traditional institutional aspects like isomorphism, with the organization as the level of analysis, and in several cases it is complemented by structuration theory and other theories.</p>",https://doi.org/10.4018/jeis.2013010101,CrossRef
Information Systems,Enterprise Systems,Theoretical / Conceptual,The Impact of Enterprise Systems on Organizational Control and Drift,"<p>Enterprise systems (ES) are widespread in current organizations, and seen as integrating organizational procedures across functional divisions. An enterprise system (also known as enterprise resource planning – ERP system), once installed, seems to enable or constrain certain actions by managers and users, which have an impact on organizational operations. Those actions may result in increased organizational control, or may lead to organizational drift. The processes that give rise to such outcomes are investigated in this paper, which is based on a field study of five companies. By drawing on the theoretical concepts of human and machine agencies, as well as the embedding and disembedding of managerial and user actions in the system, this paper agues that control and drift arising from the use of an enterprise system are outcomes of the processes of embedding and disembedding human actions, which are afforded (enabled or constrained) by the enterprise system.</p>",https://doi.org/10.4018/jeis.2007070103,CrossRef
Information Systems,Decision Support Systems,Quantitative,"Decision Support Systems in Fisheries and Aquaculture: A systematic
  review","Decision support systems help decision makers make better decisions in the
face of complex decision problems (e.g. investment or policy decisions).
Fisheries and Aquaculture is a domain where decision makers face such decisions
since they involve factors from many different scientific fields. No systematic
overview of literature describing decision support systems and their
application in fisheries and aquaculture has been conducted. This paper
summarizes scientific literature that describes decision support systems
applied to the domain of Fisheries and Aquaculture. We use an established
systematic mapping survey method to conduct our literature mapping. Our
research questions are: What decision support systems for fisheries and
aquaculture exists? What are the most investigated fishery and aquaculture
decision support systems topics and how have these changed over time? Do any
current DSS for fisheries provide real- time analytics? Do DSSes in Fisheries
and Aquaculture build their models using machine learning done on captured and
grounded data? The paper then detail how we employ the systematic mapping
method in answering these questions. This results in 27 papers being identified
as relevant and gives an exposition on the primary methods concluded in the
study for designing a decision support system. We provide an analysis of the
research done in the studies collected. We discovered that most literature does
not consider multiple aspects for multiple stakeholders in their work. In
addition we observed that little or no work has been done with real-time
analysis in these decision support systems.",http://arxiv.org/abs/1611.08374v1,arXiv
Information Systems,Decision Support Systems,Quantitative,Towards Decision Support Technology Platform for Modular Systems,"The survey methodological paper addresses a glance to a general decision
support platform technology for modular systems (modular/composite
alterantives/solutions) in various applied domains. The decision support
platform consists of seven basic combinatorial engineering frameworks (system
synthesis, system modeling, evaluation, detection of bottleneck,
improvement/extension, multistage design, combinatorial evolution and
forecasting). The decision support platform is based on decision support
procedures (e.g., multicriteria selection/sorting, clustering), combinatorial
optimization problems (e.g., knapsack, multiple choice problem, clique,
assignment/allocation, covering, spanning trees), and their combinations. The
following is described: (1) general scheme of the decision support platform
technology; (2) brief descriptions of modular (composite) systems (or composite
alternatives); (3) trends in moving from chocie/selection of alternatives to
processing of composite alternatives which correspond to hierarchical modular
products/systems; (4) scheme of resource requirements (i.e., human,
information-computer); and (5) basic combinatorial engineering frameworks and
their applications in various domains.",http://arxiv.org/abs/1408.5492v1,arXiv
Information Systems,Decision Support Systems,Quantitative,Revealing Sub-Optimality Conditions of Strategic Decisions,"Conceptual view of fitness and fitness measurement of strategic decisions on
information systems, technological systems and innovation are becoming more
important in recent years. This paper determines some dynamics of fitness
landscape which are lead to termination of decision makers' research before
reaching the global maximum in strategic decisions. These dynamics are
specified according to management decision making models and supported with
simulation results. This article determines simulation results by means of
""Fitness Value"" and ""Probability of Optimality"". Correlation between these two
concepts may be remarkable according to revealing optimal values in innovative
and research-based decision making approaches beside sub-optimal results of
traditional decision making approaches.",http://arxiv.org/abs/1107.0202v1,arXiv
Information Systems,Decision Support Systems,Quantitative,"An Example for BeSpaceD and its Use for Decision Support in Industrial
  Automation","We describe our formal methods-based spatial reasoning framework BeSpaceD and
its application in decision support for industrial automation. In particular we
are supporting analysis and decisions based on formal models for industrial
plant and mining operations. BeSpaceD is a framework for deciding geometric and
topological properties of spatio-temporal models. We present an example and
report on our ongoing experience with applications in different projects around
software and cyber-physical systems engineering. The example features
abstracted aspects of a production plant model. Using the example we motivate
the use of our framework in the context of an existing software platform
supporting monitoring, incident handling and maintenance of industrial
automation facilities in remote locations.",http://arxiv.org/abs/1512.04656v1,arXiv
Information Systems,Decision Support Systems,Quantitative,Note on Thompson sampling for large decision problems,"There is increasing interest in using streaming data to inform decision
making across a wide range of application domains including mobile health, food
safety, security, and resource management. A decision support system formalizes
online decision making as a map from up-to-date information to a recommended
decision. Online estimation of an optimal decision strategy from streaming data
requires simultaneous estimation of components of the underlying system
dynamics as well as the optimal decision strategy given these dynamics; thus,
there is an inherent trade-off between choosing decisions that lead to improved
estimates and choosing decisions that appear to be optimal based on current
estimates. Thompson (1933) was among the first to formalize this trade-off in
the context of choosing between two treatments for a stream of patients; he
proposed a simple heuristic wherein a treatment is selected randomly at each
time point with selection probability proportional to the posterior probability
that it is optimal. We consider a variant of Thompson sampling that is simple
to implement and can be applied to large and complex decision problems. We show
that the proposed Thompson sampling estimator is consistent for the optimal
decision support system and provide rates of convergence and finite sample
error bounds. The proposed algorithm is illustrated using an agent-based model
of the spread of influenza on a network and management of mallard populations
in the United States.",http://arxiv.org/abs/1905.04735v1,arXiv
Information Systems,Decision Support Systems,Qualitative,"Beyond Recommendations: From Backward to Forward AI Support of Pilots'
  Decision-Making Process","AI is anticipated to enhance human decision-making in high-stakes domains
like aviation, but adoption is often hindered by challenges such as
inappropriate reliance and poor alignment with users' decision-making. Recent
research suggests that a core underlying issue is the recommendation-centric
design of many AI systems, i.e., they give end-to-end recommendations and
ignore the rest of the decision-making process. Alternative support paradigms
are rare, and it remains unclear how the few that do exist compare to
recommendation-centric support. In this work, we aimed to empirically compare
recommendation-centric support to an alternative paradigm, continuous support,
in the context of diversions in aviation. We conducted a mixed-methods study
with 32 professional pilots in a realistic setting. To ensure the quality of
our study scenarios, we conducted a focus group with four additional pilots
prior to the study. We found that continuous support can support pilots'
decision-making in a forward direction, allowing them to think more beyond the
limits of the system and make faster decisions when combined with
recommendations, though the forward support can be disrupted. Participants'
statements further suggest a shift in design goal away from providing
recommendations, to supporting quick information gathering. Our results show
ways to design more helpful and effective AI decision support that goes beyond
end-to-end recommendations.",http://arxiv.org/abs/2406.08959v3,arXiv
Information Systems,Decision Support Systems,Qualitative,"Exploring the Requirements of Clinicians for Explainable AI Decision
  Support Systems in Intensive Care","There is a growing need to understand how digital systems can support
clinical decision-making, particularly as artificial intelligence (AI) models
become increasingly complex and less human-interpretable. This complexity
raises concerns about trustworthiness, impacting safe and effective adoption of
such technologies. Improved understanding of decision-making processes and
requirements for explanations coming from decision support tools is a vital
component in providing effective explainable solutions. This is particularly
relevant in the data-intensive, fast-paced environments of intensive care units
(ICUs). To explore these issues, group interviews were conducted with seven ICU
clinicians, representing various roles and experience levels. Thematic analysis
revealed three core themes: (T1) ICU decision-making relies on a wide range of
factors, (T2) the complexity of patient state is challenging for shared
decision-making, and (T3) requirements and capabilities of AI decision support
systems. We include design recommendations from clinical input, providing
insights to inform future AI systems for intensive care.",http://arxiv.org/abs/2411.11774v1,arXiv
Information Systems,Decision Support Systems,Qualitative,A Typology of Decision-Making Tasks for Visualization,"Despite decision-making being a vital goal of data visualization, little work
has been done to differentiate decision-making tasks within the field. While
visualization task taxonomies and typologies exist, they often focus on more
granular analytical tasks that are too low-level to describe large complex
decisions, which can make it difficult to reason about and design
decision-support tools. In this paper, we contribute a typology of
decision-making tasks that were iteratively refined from a list of design goals
distilled from a literature review. Our typology is concise and consists of
only three tasks: CHOOSE, ACTIVATE, and CREATE. Although decision types
originating in other disciplines exist, we provide definitions for these tasks
that are suitable for the visualization community. Our proposed typology offers
two benefits. First, the ability to compose and hierarchically organize the
tasks enables flexible and clear descriptions of decisions with varying levels
of complexities. Second, the typology encourages productive discourse between
visualization designers and domain experts by abstracting the intricacies of
data, thereby promoting clarity and rigorous analysis of decision-making
processes. We demonstrate the benefits of our typology through four case
studies, and present an evaluation of the typology from semi-structured
interviews with experienced members of the visualization community who have
contributed to developing or publishing decision support systems for domain
experts. Our interviewees used our typology to delineate the decision-making
processes supported by their systems, demonstrating its descriptive capacity
and effectiveness. Finally, we present preliminary findings on the usefulness
of our typology for visualization design.",http://arxiv.org/abs/2404.08812v3,arXiv
Information Systems,Decision Support Systems,Qualitative,"""If I Had All the Time in the World"": Ophthalmologists' Perceptions of
  Anchoring Bias Mitigation in Clinical AI Support","Clinical needs and technological advances have resulted in increased use of
Artificial Intelligence (AI) in clinical decision support. However, such
support can introduce new and amplify existing cognitive biases. Through
contextual inquiry and interviews, we set out to understand the use of an
existing AI support system by ophthalmologists. We identified concerns
regarding anchoring bias and a misunderstanding of the AI's capabilities.
Following, we evaluated clinicians' perceptions of three bias mitigation
strategies as integrated into their existing decision support system. While
clinicians recognised the danger of anchoring bias, we identified a concern
around the impact of bias mitigation on procedure time. Our participants were
divided in their expectations of any positive impact on diagnostic accuracy,
stemming from varying reliance on the decision support. Our results provide
insights into the challenges of integrating bias mitigation into AI decision
support.",http://arxiv.org/abs/2303.03981v1,arXiv
Information Systems,Decision Support Systems,Qualitative,"Fiduciary Responsibility: Facilitating Public Trust in Automated
  Decision Making","Automated decision-making systems are being increasingly deployed and affect
the public in a multitude of positive and negative ways. Governmental and
private institutions use these systems to process information according to
certain human-devised rules in order to address social problems or
organizational challenges. Both research and real-world experience indicate
that the public lacks trust in automated decision-making systems and the
institutions that deploy them. The recreancy theorem argues that the public is
more likely to trust and support decisions made or influenced by automated
decision-making systems if the institutions that administer them meet their
fiduciary responsibility. However, often the public is never informed of how
these systems operate and resultant institutional decisions are made. A ``black
box'' effect of automated decision-making systems reduces the public's
perceptions of integrity and trustworthiness. The result is that the public
loses the capacity to identify, challenge, and rectify unfairness or the costs
associated with the loss of public goods or benefits.
  The current position paper defines and explains the role of fiduciary
responsibility within an automated decision-making system. We formulate an
automated decision-making system as a data science lifecycle (DSL) and examine
the implications of fiduciary responsibility within the context of the DSL.
Fiduciary responsibility within DSLs provides a methodology for addressing the
public's lack of trust in automated decision-making systems and the
institutions that employ them to make decisions affecting the public. We posit
that fiduciary responsibility manifests in several contexts of a DSL, each of
which requires its own mitigation of sources of mistrust. To instantiate
fiduciary responsibility, a Los Angeles Police Department (LAPD) predictive
policing case study is examined.",http://arxiv.org/abs/2301.10001v1,arXiv
Information Systems,Decision Support Systems,Mixed Methods,"Adaptive questionnaires for facilitating patient data entry in clinical
  decision support systems: Methods and application to STOPP/START v2","Clinical decision support systems are software tools that help clinicians to
make medical decisions. However, their acceptance by clinicians is usually
rather low. A known problem is that they often require clinicians to manually
enter lots of patient data, which is long and tedious. Existing solutions, such
as the automatic data extraction from electronic health record, are not fully
satisfying, because of low data quality and availability. In practice, many
systems still include long questionnaire for data entry.
  In this paper, we propose an original solution to simplify patient data
entry, using an adaptive questionnaire, i.e. a questionnaire that evolves
during user interaction, showing or hiding questions dynamically. Considering a
rule-based decision support systems, we designed methods for translating the
system's clinical rules into display rules that determine the items to show in
the questionnaire, and methods for determining the optimal order of priority
among the items in the questionnaire. We applied this approach to a decision
support system implementing STOPP/START v2, a guideline for managing
polypharmacy. We show that it permits reducing by about two thirds the number
of clinical conditions displayed in the questionnaire. Presented to clinicians
during focus group sessions, the adaptive questionnaire was found ""pretty easy
to use"". In the future, this approach could be applied to other guidelines, and
adapted for data entry by patients.",http://arxiv.org/abs/2309.10398v1,arXiv
Information Systems,Decision Support Systems,Mixed Methods,PERFEX: Classifier Performance Explanations for Trustworthy AI Systems,"Explainability of a classification model is crucial when deployed in
real-world decision support systems. Explanations make predictions actionable
to the user and should inform about the capabilities and limitations of the
system. Existing explanation methods, however, typically only provide
explanations for individual predictions. Information about conditions under
which the classifier is able to support the decision maker is not available,
while for instance information about when the system is not able to
differentiate classes can be very helpful. In the development phase it can
support the search for new features or combining models, and in the operational
phase it supports decision makers in deciding e.g. not to use the system. This
paper presents a method to explain the qualities of a trained base classifier,
called PERFormance EXplainer (PERFEX). Our method consists of a meta tree
learning algorithm that is able to predict and explain under which conditions
the base classifier has a high or low error or any other classification
performance metric. We evaluate PERFEX using several classifiers and datasets,
including a case study with urban mobility data. It turns out that PERFEX
typically has high meta prediction performance even if the base classifier is
hardly able to differentiate classes, while giving compact performance
explanations.",http://arxiv.org/abs/2212.06045v1,arXiv
Information Systems,Decision Support Systems,Mixed Methods,"Towards Next-Generation Urban Decision Support Systems through
  AI-Powered Construction of Scientific Ontology using Large Language Models --
  A Case in Optimizing Intermodal Freight Transportation","The incorporation of Artificial Intelligence (AI) models into various
optimization systems is on the rise. Yet, addressing complex urban and
environmental management problems normally requires in-depth domain science and
informatics expertise. This expertise is essential for deriving data and
simulation-driven for informed decision support. In this context, we
investigate the potential of leveraging the pre-trained Large Language Models
(LLMs). By adopting ChatGPT API as the reasoning core, we outline an integrated
workflow that encompasses natural language processing, methontology-based
prompt tuning, and transformers. This workflow automates the creation of
scenario-based ontology using existing research articles and technical manuals
of urban datasets and simulations. The outcomes of our methodology are
knowledge graphs in widely adopted ontology languages (e.g., OWL, RDF, SPARQL).
These facilitate the development of urban decision support systems by enhancing
the data and metadata modeling, the integration of complex datasets, the
coupling of multi-domain simulation models, and the formulation of
decision-making metrics and workflow. The feasibility of our methodology is
evaluated through a comparative analysis that juxtaposes our AI-generated
ontology with the well-known Pizza Ontology employed in tutorials for popular
ontology software (e.g., prot\'eg\'e). We close with a real-world case study of
optimizing the complex urban system of multi-modal freight transportation by
generating anthologies of various domain data and simulations to support
informed decision-making.",http://arxiv.org/abs/2405.19255v3,arXiv
Information Systems,Decision Support Systems,Mixed Methods,"Do Expressions Change Decisions? Exploring the Impact of AI's
  Explanation Tone on Decision-Making","Explanatory information helps users to evaluate the suggestions offered by
AI-driven decision support systems. With large language models, adjusting
explanation expressions has become much easier. However, how these expressions
influence human decision-making remains largely unexplored. This study
investigated the effect of explanation tone (e.g., formal or humorous) on
decision-making, focusing on AI roles and user attributes. We conducted user
experiments across three scenarios depending on AI roles (assistant,
second-opinion provider, and expert) using datasets designed with varying
tones. The results revealed that tone significantly influenced decision-making
regardless of user attributes in the second-opinion scenario, whereas its
impact varied by user attributes in the assistant and expert scenarios. In
addition, older users were more influenced by tone, and highly extroverted
users exhibited discrepancies between their perceptions and decisions.
Furthermore, open-ended questionnaires highlighted that users expect tone
adjustments to enhance their experience while emphasizing the importance of
tone consistency and ethical considerations. Our findings provide crucial
insights into the design of explanation expressions.",http://arxiv.org/abs/2502.19730v1,arXiv
Information Systems,Decision Support Systems,Mixed Methods,"OCEP: An Ontology-Based Complex Event Processing Framework for
  Healthcare Decision Support in Big Data Analytics","The exponential expansion of real-time data streams across multiple domains
needs the development of effective event detection, correlation, and
decision-making systems. However, classic Complex Event Processing (CEP)
systems struggle with semantic heterogeneity, data interoperability, and
knowledge driven event reasoning in Big Data environments. To solve these
challenges, this research work presents an Ontology based Complex Event
Processing (OCEP) framework, which utilizes semantic reasoning and Big Data
Analytics to improve event driven decision support. The proposed OCEP
architecture utilizes ontologies to support reasoning to event streams. It
ensures compatibility with different data sources and lets you find the events
based on the context. The Resource Description Framework (RDF) organizes event
data, and SPARQL query enables rapid event reasoning and retrieval. The
approach is implemented within the Hadoop environment, which consists of Hadoop
Distributed File System (HDFS) for scalable storage and Apache Kafka for
real-time CEP based event execution. We perform a real-time healthcare analysis
and case study to validate the model, utilizing IoT sensor data for illness
monitoring and emergency responses. This OCEP framework successfully integrates
several event streams, leading to improved early disease detection and aiding
doctors in decision-making. The result shows that OCEP predicts event detection
with an accuracy of 85%. This research work utilizes an OCEP to solve the
problems with semantic interoperability and correlation of complex events in
Big Data analytics. The proposed architecture presents an intelligent, scalable
and knowledge driven event processing framework for healthcare based decision
support.",http://arxiv.org/abs/2503.21453v1,arXiv
Information Systems,Decision Support Systems,Design and Development,"Towards a Reliable Framework of Uncertainty-Based Group Decision Support
  System","This study proposes a framework of Uncertainty-based Group Decision Support
System (UGDSS). It provides a platform for multiple criteria decision analysis
in six aspects including (1) decision environment, (2) decision problem, (3)
decision group, (4) decision conflict, (5) decision schemes and (6) group
negotiation. Based on multiple artificial intelligent technologies, this
framework provides reliable support for the comprehensive manipulation of
applications and advanced decision approaches through the design of an
integrated multi-agents architecture.",http://arxiv.org/abs/1107.0089v1,arXiv
Information Systems,Decision Support Systems,Design and Development,"Stakeholder-in-the-Loop Fair Decisions: A Framework to Design Decision
  Support Systems in Public and Private Organizations","Due to the opacity of machine learning technology, there is a need for
explainability and fairness in the decision support systems used in public or
private organizations. Although the criteria for appropriate explanations and
fair decisions change depending on the values of those who are affected by the
decisions, there is a lack of discussion framework to consider the appropriate
outputs for each stakeholder. In this paper, we propose a discussion framework
that we call ""stakeholder-in-the-loop fair decisions."" This is proposed to
consider the requirements for appropriate explanations and fair decisions. We
identified four stakeholders that need to be considered to design accountable
decision support systems and discussed how to consider the appropriate outputs
for each stakeholder by referring to our works. By clarifying the
characteristics of specific stakeholders in each application domain and
integrating the stakeholders' values into outputs that all stakeholders agree
upon, decision support systems can be designed as systems that ensure
accountable decision makings.",http://arxiv.org/abs/2308.01163v1,arXiv
Information Systems,Decision Support Systems,Design and Development,An Ontology-driven Framework for Supporting Complex Decision Process,"The study proposes a framework of ONTOlogy-based Group Decision Support
System (ONTOGDSS) for decision process which exhibits the complex structure of
decision-problem and decision-group. It is capable of reducing the complexity
of problem structure and group relations. The system allows decision makers to
participate in group decision-making through the web environment, via the
ontology relation. It facilitates the management of decision process as a
whole, from criteria generation, alternative evaluation, and opinion
interaction to decision aggregation. The embedded ontology structure in
ONTOGDSS provides the important formal description features to facilitate
decision analysis and verification. It examines the software architecture, the
selection methods, the decision path, etc. Finally, the ontology application of
this system is illustrated with specific real case to demonstrate its
potentials towards decision-making development.",http://arxiv.org/abs/1107.2997v1,arXiv
Information Systems,Decision Support Systems,Design and Development,Agile System Development Lifecycle for AI Systems: Decision Architecture,"Agile system development life cycle (SDLC) focuses on typical functional and
non-functional system requirements for developing traditional software systems.
However, Artificial Intelligent (AI) systems are different in nature and have
distinct attributes such as (1) autonomy, (2) adaptiveness, (3) content
generation, (4) decision-making, (5) predictability and (6) recommendation.
Agile SDLC needs to be enhanced to support the AI system development and
ongoing post-deployment adaptation. The challenge is: how can agile SDLC be
enhanced to support AI systems? The scope of this paper is limited to AI system
enabled decision automation. Thus, this paper proposes the use of decision
science to enhance the agile SDLC to support the AI system development.
Decision science is the study of decision-making, which seems useful to
identify, analyse and describe decisions and their architecture subject to
automation via AI systems. Specifically, this paper discusses the decision
architecture in detail within the overall context of agile SDLC for AI systems.
The application of the proposed approach is demonstrated with the help of an
example scenario of insurance claim processing. This initial work indicated the
usability of a decision science to enhancing the agile SDLC for designing and
implementing the AI systems for decision-automation. This work provides an
initial foundation for further work in this new area of decision architecture
and agile SDLC for AI systems.",http://arxiv.org/abs/2501.09434v2,arXiv
Information Systems,Decision Support Systems,Design and Development,A hybrid decision support system : application on healthcare,"Many systems based on knowledge, especially expert systems for medical
decision support have been developed. Only systems are based on production
rules, and cannot learn and evolve only by updating them. In addition, taking
into account several criteria induces an exorbitant number of rules to be
injected into the system. It becomes difficult to translate medical knowledge
or a support decision as a simple rule. Moreover, reasoning based on generic
cases became classic and can even reduce the range of possible solutions. To
remedy that, we propose an approach based on using a multi-criteria decision
guided by a case-based reasoning (CBR) approach.",http://arxiv.org/abs/1311.4086v1,arXiv
Information Systems,Decision Support Systems,Theoretical / Conceptual,Introduction to Multi-Agent Simulation,"When designing systems that are complex, dynamic and stochastic in nature,
simulation is generally recognised as one of the best design support
technologies, and a valuable aid in the strategic and tactical decision making
process. A simulation model consists of a set of rules that define how a system
changes over time, given its current state. Unlike analytical models, a
simulation model is not solved but is run and the changes of system states can
be observed at any point in time. This provides an insight into system dynamics
rather than just predicting the output of a system based on specific inputs.
Simulation is not a decision making tool but a decision support tool, allowing
better informed decisions to be made. Due to the complexity of the real world,
a simulation model can only be an approximation of the target system. The
essence of the art of simulation modelling is abstraction and simplification.
Only those characteristics that are important for the study and analysis of the
target system should be included in the simulation model.",http://arxiv.org/abs/0803.3905v1,arXiv
Information Systems,Decision Support Systems,Theoretical / Conceptual,Symbolic Decision Theory and Autonomous Systems,"The ability to reason under uncertainty and with incomplete information is a
fundamental requirement of decision support technology. In this paper we argue
that the concentration on theoretical techniques for the evaluation and
selection of decision options has distracted attention from many of the wider
issues in decision making. Although numerical methods of reasoning under
uncertainty have strong theoretical foundations, they are representationally
weak and only deal with a small part of the decision process. Knowledge based
systems, on the other hand, offer greater flexibility but have not been
accompanied by a clear decision theory. We describe here work which is under
way towards providing a theoretical framework for symbolic decision procedures.
A central proposal is an extended form of inference which we call
argumentation; reasoning for and against decision options from generalised
domain theories. The approach has been successfully used in several decision
support applications, but it is argued that a comprehensive decision theory
must cover autonomous decision making, where the agent can formulate questions
as well as take decisions. A major theoretical challenge for this theory is to
capture the idea of reflection to permit decision agents to reason about their
goals, what they believe and why, and what they need to know or do in order to
achieve their goals.",http://arxiv.org/abs/1303.5716v1,arXiv
Information Systems,Decision Support Systems,Theoretical / Conceptual,A Social Network for Societal-Scale Decision-Making Systems,"In societal-scale decision-making systems the collective is faced with the
problem of ensuring that the derived group decision is in accord with the
collective's intention. In modern systems, political institutions have
instatiated representative forms of decision-making to ensure that every
individual in the society has a participatory voice in the decision-making
behavior of the whole--even if only indirectly through representation. An
agent-based simulation demonstrates that in modern representative systems, as
the ratio of representatives increases, there exists an exponential decrease in
the ability for the group to behave in accord with the desires of the whole. To
remedy this issue, this paper provides a novel representative power structure
for decision-making that utilizes a social network and power distribution
algorithm to maintain the collective's perspective over varying degrees of
participation and/or ratios of representation. This work shows promise for the
future development of policy-making systems that are supported by the computer
and network infrastructure of our society.",http://arxiv.org/abs/cs/0412047v1,arXiv
Information Systems,Decision Support Systems,Theoretical / Conceptual,"Extracting Process-Aware Decision Models from Object-Centric Process
  Data","Organizations execute decisions within business processes on a daily basis
whilst having to take into account multiple stakeholders who might require
multiple point of views of the same process. Moreover, the complexity of the
information systems running these business processes is generally high as they
are linked to databases storing all the relevant data and aspects of the
processes. Given the presence of multiple objects within an information system
which support the processes in their enactment, decisions are naturally
influenced by both these perspectives, logged in object-centric process logs.
However, the discovery of such decisions from object-centric process logs is
not straightforward as it requires to correctly link the involved objects
whilst considering the sequential constraints that business processes impose as
well as correctly discovering what a decision actually does. This paper
proposes the first object-centric decision-mining algorithm called Integrated
Object-centric Decision Discovery Algorithm (IODDA). IODDA is able to discover
how a decision is structured as well as how a decision is made. Moreover, IODDA
is able to discover which activities and object types are involved in the
decision-making process. Next, IODDA is demonstrated with the first artificial
knowledge-intensive process logs whose log generators are provided to the
research community.",http://arxiv.org/abs/2401.14847v1,arXiv
Information Systems,Decision Support Systems,Theoretical / Conceptual,Explanation of Probabilistic Inference for Decision Support Systems,"An automated explanation facility for Bayesian conditioning aimed at
improving user acceptance of probability-based decision support systems has
been developed. The domain-independent facility is based on an information
processing perspective on reasoning about conditional evidence that accounts
both for biased and normative inferences. Experimental results indicate that
the facility is both acceptable to naive users and effective in improving
understanding.",http://arxiv.org/abs/1304.2756v1,arXiv
